Marque,Model,Année,Code Postal,Carburant,Emission Co2,Transmission,nbPortes,nbPlace,Kilométrage,Prix
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S C-SERIES,2022,56,Diesel,110-130,Manuelle,5,5,3 717 ,21 820 
RENAULT SCENIC 3 XMOD,III (3) XMOD 1.6 DCI 130 ENERGY BOSE EDITION ECO2,2012,93,Diesel,110-130,Manuelle,5,5,148 822 ,10 870 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2020,77,Diesel,110-130,Manuelle,5,5,9 ,26 220 
DS DS 3 CROSSBACK,1.5 BLUEHDI 100 BUSINESS,2021,56,Diesel,110-130,Manuelle,5,5,27 539 ,26 730 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE BV6,2020,72,Diesel,110-130,Manuelle,5,5,63 584 ,32 140 
CITROEN BERLINGO 2 MULTISPACE,II (3) 1.6 BLUEHDI 75 FEEL,2017,59,Diesel,110-130,Manuelle,5,5,30 211 ,14 300 
SEAT IBIZA 5,V 1.6 TDI 95 STYLE BUSINESS,2020,5,Diesel,110-130,Manuelle,5,5,35 497 ,22 000 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2021,45,Diesel,110-130,Manuelle,5,5,17 725 ,18 730 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S C-SERIES,2020,9,Diesel,110-130,Manuelle,5,5,8 238 ,21 860 
RENAULT MEGANE 4,IV 1.5 DCI 115 BLUE BUSINESS,2019,91,Diesel,110-130,Manuelle,5,5,33 394 ,16 920 
DS DS 3 CROSSBACK,1.5 BLUEHDI 100 SO CHIC,2021,46,Diesel,110-130,Manuelle,5,5,29 636 ,34 700 
RENAULT SCENIC 4,IV 1.6 DCI 130 ENERGY INTENS,2019,78,Diesel,110-130,Manuelle,5,5,56 891 ,22 550 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE BV6,2017,72,Diesel,110-130,Manuelle,5,5,68 024 ,34 630 
CITROEN C3 AIRCROSS,(2) 1.5 BLUEHDI 110 S&S SHINE PACK BV6,2020,81,Diesel,110-130,Manuelle,5,5,10 315 ,27 000 
AUDI A3 (2E GENERATION) SPORTBACK,II (2) SPORTBACK 2.0 TDI 140 S LINE 7CV,2011,67,Diesel,110-130,Manuelle,5,5,233 181 ,11 680 
NISSAN JUKE,1.5 DCI 110 FAP TEKNA,2011,13,Diesel,110-130,Manuelle,5,5,159 365 ,11 030 
FORD FIESTA 6,VI 1.5 TDCI 85 S&S TITANIUM 5P,2019,39,Diesel,110-130,Manuelle,5,5,10 989 ,17 260 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2018,91,Diesel,110-130,Manuelle,5,5,122 527 ,18 580 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 100 GT LINE BV6,2019,46,Diesel,110-130,Manuelle,5,5,18 006 ,31 800 
MAZDA CX-5 (2E GENERATION),II 2.2 SKYACTIV-D 150 DYNAMIQUE 4X2,2020,35,Diesel,110-130,Manuelle,5,5,41 685 ,27 810 
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,13,Diesel,110-130,Manuelle,5,5,3 074 ,26 270 
NISSAN JUKE,1.5 DCI 110 FAP TEKNA,2012,64,Diesel,110-130,Manuelle,5,5,89 505 ,12 740 
CITROEN C4 AIRCROSS,1.6 E-HDI 115 4X2 COLLECTION BV6,2014,44,Diesel,110-130,Manuelle,5,5,110 447 ,12 700 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV FEEL BV6,2020,30,Diesel,110-130,Manuelle,5,5,34 068 ,29 960 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 S&S ALLURE,2020,17,Diesel,110-130,Manuelle,5,5,10 109 ,28 860 
NISSAN JUKE,(2) 1.5 DCI 110 N-CONNECTA EURO6,2020,33,Diesel,110-130,Manuelle,5,5,45 352 ,19 710 
JEEP RENEGADE,(2) 1.6 MULTIJET S&S 120 LIMITED,2018,34,Diesel,110-130,Manuelle,5,5,49 270 ,20 500 
MINI COUNTRYMAN 2,II ONE D 116 EDITION OAKWOOD BV6,2019,31,Diesel,110-130,Manuelle,5,5,72 293 ,26 760 
OPEL CROSSLAND X,1.5 DIESEL 102 OPEL 2020,2019,82,Diesel,110-130,Manuelle,5,5,22 152 ,20 850 
OPEL MOKKA X,1.6 CDTI 136 4X2 INNOVATION,2016,33,Diesel,110-130,Manuelle,5,5,113 355 ,15 120 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2019,84,Diesel,110-130,Manuelle,5,5,35 800 ,16 830 
VOLVO V40 (2E GENERATION) CROSS COUNTRY,II (2) CROSS COUNTRY D2 OVERSTA EDITION,2017,95,Diesel,110-130,Manuelle,5,5,40 110 ,21 500 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X4,2020,77,Diesel,110-130,Manuelle,5,5,27 582 ,26 710 
HYUNDAI TUCSON 3,III (2) 1.6 CRDI 115 BUSINESS,2019,33,Diesel,110-130,Manuelle,5,5,43 440 ,23 500 
FIAT 500 L,1.6 MJET 120 S/S LOUNGE BUSINESS BICOLOR,2017,21,Diesel,110-130,Manuelle,5,5,76 024 ,16 940 
BMW SERIE 1 F40,(F40) 118D 150 8CV M SPORT,2020,38,Diesel,110-130,Manuelle,5,5,5 991 ,36 490 
BMW SERIE 2 F45 ACTIVE TOURER,(F45) (2) ACTIVE TOURER 216D BUSINESS,2021,75,Diesel,110-130,Manuelle,5,5,18 098 ,34 100 
FIAT TIPO 2 SW,II (2) 1.6 MULTIJET 130 S/S SPORT,2020,27,Diesel,110-130,Manuelle,5,5,12 ,33 460 
VOLVO XC60 (2E GENERATION),II D4 190 ADBLUE INSCRIPTION LUXE,2017,80,Diesel,110-130,Manuelle,5,5,105 840 ,41 420 
CITROEN C3 AIRCROSS,1.6 BLUEHDI 110 S&S FEEL BV6,2021,44,Diesel,110-130,Manuelle,5,5,26 004 ,17 650 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S C-SERIES,2021,76,Diesel,110-130,Manuelle,5,5,4 303 ,17 990 
VOLKSWAGEN PASSAT 8 SW,VIII SW 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS,2017,31,Diesel,110-130,Manuelle,5,5,132 014 ,15 490 
KIA SPORTAGE 4,IV (2) 1.6 CRDI 115 ISG 2WD ACTIVE BUSINESS,2019,82,Diesel,110-130,Manuelle,5,5,56 300 ,19 980 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT BV6,2019,83,Diesel,110-130,Manuelle,5,5,65 579 ,28 480 
BMW X1 F48,(F48) SDRIVE16D XLINE,2018,69,Diesel,110-130,Manuelle,5,5,44 741 ,26 290 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 INTENS,2020,35,Diesel,110-130,Manuelle,5,5,10 ,20 490 
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.5 BLUEHDI 130 S&S ACTIVE,2020,53,Diesel,110-130,Manuelle,5,5,31 535 ,19 490 
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 110 BLUEMOTION TECHNOLOGY SPORTLINE,2013,61,Diesel,110-130,Manuelle,5,5,152 314 ,12 490 
FORD FOCUS 4,IV 1.5 ECOBLUE 120 S&S TITANIUM X,2020,37,Diesel,110-130,Manuelle,5,5,28 320 ,19 990 
NISSAN QASHQAI 2,II (2) 1.7 DCI 150 N-CONNECTA,2019,66,Diesel,110-130,Manuelle,5,5,49 849 ,21 490 
RENAULT CAPTUR 2,II 1.5 BLUE DCI 95 BUSINESS,2020,6,Diesel,110-130,Manuelle,5,5,29 250 ,17 700 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2020,56,Diesel,110-130,Manuelle,5,5,36 747 ,14 990 
FIAT TIPO 2 SW,II SW 1.6 MULTIJET 120 S/S EASY,2019,72,Diesel,110-130,Manuelle,5,5,56 871 ,16 990 
RENAULT CLIO 5,V 1.5 BLUE DCI 115 6CV INTENS,2020,30,Diesel,110-130,Manuelle,5,5,8 402 ,18 490 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 100 GT LINE BV6,2021,46,Diesel,110-130,Manuelle,5,5,12 150 ,29 900 
PEUGEOT 207 SW,SW 1.6 HDI 16V 90 PREMIUM,2009,94,Diesel,110-130,Manuelle,5,5,140 300 ,5 980 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2020,84,Diesel,110-130,Manuelle,5,5,46 236 ,13 990 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 115 BLUEMOTION TECHNOLOGY CONFORTLINE BV6,2017,72,Diesel,110-130,Manuelle,5,5,77 650 ,23 480 
VOLKSWAGEN T-ROC,2.0 TDI 115 LOUNGE,2022,26,Diesel,110-130,Manuelle,5,5,10 ,28 300 
AUDI Q3,(2) 2.0 TDI 150 ULTRA BUSINESS LINE,2017,91,Diesel,110-130,Manuelle,5,5,63 664 ,24 490 
MERCEDES CLASSE B 2,II 180 CDI 1.8 DESIGN,2013,40,Diesel,110-130,Manuelle,5,5,154 300 ,10 490 
FORD FOCUS 4 SW,IV SW 1.5 ECOBLUE 120 ST LINE,2020,39,Diesel,110-130,Manuelle,5,5,21 530 ,21 690 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 6CV S&S ACTIVE,2021,79,Diesel,110-130,Manuelle,5,5,6 895 ,22 990 
MINI COUNTRYMAN 2,II ONE D FINITION SALT 116 BV6,2018,57,Diesel,110-130,Manuelle,5,5,50 990 ,22 900 
CITROEN C3 AIRCROSS,1.6 BLUEHDI 110 S&S FEEL BV6,2021,44,Diesel,110-130,Manuelle,5,5,20 442 ,17 489 
PEUGEOT 207,(2) 1.4 HDI 70 ACTIVE 5P,2010,77,Diesel,110-130,Manuelle,5,5,137 317 ,5 489 
RENAULT MEGANE 4 ESTATE,IV (2) ESTATE 1.5 BLUE DCI 115 INTENS,2021,38,Diesel,110-130,Manuelle,5,5,16 226 ,22 980 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL PACK,2021,33,Diesel,110-130,Manuelle,5,5,13 661 ,17 980 
RENAULT KOLEOS 2,II 1.6 DCI 130 ENERGY ZEN 4X2,2018,28,Diesel,110-130,Manuelle,5,5,62 141 ,20 490 
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 110 BLUEMOTION TECHNOLOGY LOUNGE,2015,65,Diesel,110-130,Manuelle,5,5,105 890 ,15 990 
PEUGEOT 308 SW,(2) SW 1.6 HDI 92 FAP ACTIVE,2014,31,Diesel,110-130,Manuelle,5,5,6 684 ,17 990 
OPEL MOKKA X,1.6 CDTI 136 4WD ELITE,2017,95,Diesel,110-130,Manuelle,5,5,62 137 ,14 290 
CITROEN C4 AIRCROSS,1.6 E-HDI 115 4X2 FEEL EDITION BV6,2016,77,Diesel,110-130,Manuelle,5,5,115 751 ,11 980 
RENAULT KANGOO 2 SOCIETE,II EXPRESS CONFORT L1 DCI 75 6CV EURO5,2018,91,Diesel,110-130,Manuelle,5,5,20 356 ,14 490 
RENAULT SCENIC 3,III (3) 1.5 DCI 95 FAP LIFE ECO2,2015,18,Diesel,110-130,Manuelle,5,5,109 103 ,10 990 
RENAULT MEGANE 4,IV (2) 1.5 BLUE DCI 115 INTENS,2021,30,Diesel,110-130,Manuelle,5,5,11 598 ,20 990 
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 110 S&S FEEL PACK BV6,2021,81,Diesel,110-130,Manuelle,5,5,9 513 ,24 000 
FIAT TIPO 2 CROSS,II CROSS 1.6 MULTIJET 130 S/S PLUS,2021,72,Diesel,110-130,Manuelle,5,5,10 ,24 490 
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 110 6CV S&S GT,2021,46,Diesel,110-130,Manuelle,5,5,7 055 ,26 590 
CITROEN C4 AIRCROSS,1.6 E-HDI 115 EXCLUSIVE 4X2 BV6,2017,27,Diesel,110-130,Manuelle,5,5,91 742 ,14 990 
FIAT TIPO 2,II 1.3 MULTIJET 95 S/S MIRROR,2021,91,Diesel,110-130,Manuelle,5,5,6 000 ,16 690 
RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS,2019,44,Diesel,110-130,Manuelle,5,5,18 262 ,14 990 
AUDI Q5,(2) 2.0 TDI 150 ULTRA AMBIENTE,2016,91,Diesel,110-130,Manuelle,5,5,136 347 ,19 990 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BV6,2018,13,Diesel,110-130,Manuelle,5,5,32 774 ,26 990 
BMW X1 F48,(F48) SDRIVE16D BUSINESS DESIGN,2018,13,Diesel,110-130,Manuelle,5,5,73 301 ,21 500 
BMW SERIE 1 F40,(F40) 116D 116 BUSINESS DESIGN,2020,57,Diesel,110-130,Manuelle,5,5,21 520 ,25 990 
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.5 DCI 115 BLUE BUSINESS,2020,62,Diesel,110-130,Manuelle,5,5,37 748 ,17 990 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL PACK,2021,33,Diesel,110-130,Manuelle,5,5,7 450 ,18 500 
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE,2020,87,Diesel,110-130,Manuelle,5,5,21 508 ,29 400 
FIAT 500 L,(2) 1.3 MULTIJET 95 S/S HEY GOOGLE,2021,44,Diesel,110-130,Manuelle,5,5,1 200 ,19 599 
SKODA OCTAVIA 4 COMBI,IV COMBI 2.0 TDI 116 AMBITION BV6,2021,64,Diesel,110-130,Manuelle,5,5,20 500 ,24 890 
JEEP COMPASS 2,II 1.6 MJET 120 LIMITED,2018,66,Diesel,110-130,Manuelle,5,5,65 650 ,19 900 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2020,83,Diesel,110-130,Manuelle,5,5,7 662 ,16 780 
CITROEN C4 AIRCROSS,1.6 E-HDI 115 4X4 BUSINESS BV6,2014,28,Diesel,110-130,Manuelle,5,5,85 380 ,14 690 
BMW SERIE 2 F45 ACTIVE TOURER,(F45) (2) ACTIVE TOURER 216D LOUNGE,2019,13,Diesel,110-130,Manuelle,5,5,71 093 ,18 900 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE BV6,2021,67,Diesel,110-130,Manuelle,5,5,20 ,29 990 
OPEL CROSSLAND,(2) 1.5 DIESEL 110 GS LINE,2021,68,Diesel,110-130,Manuelle,5,5,14 229 ,21 990 
TOYOTA RAV 4 (3E GENERATION),III (3) 150 D-4D FAP 2WD LIMITED EDITION,2012,77,Diesel,110-130,Manuelle,5,5,137 738 ,11 980 
CITROEN C4 AIRCROSS,1.6 E-HDI 115 CONFORT 4X2 BV6,2017,60,Diesel,110-130,Manuelle,5,5,113 900 ,13 490 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2020,56,Diesel,110-130,Manuelle,5,5,47 117 ,14 990 
CITROEN C3 AIRCROSS,1.6 BLUEHDI 110 S&S FEEL BV6,2021,44,Diesel,110-130,Manuelle,5,5,23 120 ,17 480 
NISSAN QASHQAI 2,II 1.6 DCI 130 CONNECT EDITION,2018,35,Diesel,110-130,Manuelle,5,5,83 604 ,17 490 
RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS,2018,91,Diesel,110-130,Manuelle,5,5,88 870 ,11 990 
PEUGEOT 208 (2E GENERATION),II 1.5 BLUEHDI 100 S&S ACTIVE,2020,84,Diesel,110-130,Manuelle,5,5,77 764 ,11 990 
RENAULT KANGOO 2,II (2) 1.5 DCI 90 ENERGY INTENS,2015,91,Diesel,110-130,Manuelle,5,5,101 470 ,12 490 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE BV6,2021,22,Diesel,110-130,Manuelle,5,5,3 668 ,18 490 
MINI MINI 3 CLUBMAN,III CLUBMAN ONE D 116 KENSINGTON BV6,2018,57,Diesel,110-130,Manuelle,5,5,63 308 ,21 290 
FORD TRANSIT CONNECT 2,II (2) 1.5 ECOBLUE 100 L1 CABINE APPROFONDIE TREND,2019,37,Diesel,110-130,Manuelle,5,5,58 850 ,19 590 
CITROEN C3 AIRCROSS,1.6 BLUEHDI 110 S&S FEEL BV6,2021,44,Diesel,110-130,Manuelle,5,5,19 580 ,16 889 
FORD KUGA 2,II (2) 2.0 TDCI 150 S&S 4X2 TITANIUM,2017,39,Diesel,110-130,Manuelle,5,5,81 382 ,16 990 
SUZUKI SX4 S-CROSS,1.6 DDIS 120 PACK ALLGRIP,2015,60,Diesel,110-130,Manuelle,5,5,108 500 ,11 490 
OPEL MOKKA 2,II 1.5 DIESEL 110 ELEGANCE BUSINESS,2021,61,Diesel,110-130,Manuelle,5,5,9 000 ,27 900 
MINI COUNTRYMAN 2,II ONE D 116 EDITION OAKWOOD BV6,2018,59,Diesel,110-130,Manuelle,5,5,51 886 ,24 900 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS BV6,2019,95,Diesel,110-130,Manuelle,5,5,36 467 ,28 980 
JEEP RENEGADE,1.6 MULTIJET S&S 120 LIMITED,2018,76,Diesel,110-130,Manuelle,5,5,51 465 ,18 990 
RENAULT KANGOO 2,II (2) 1.5 DCI 90 FAP ZEN,2013,91,Diesel,110-130,Manuelle,5,5,92 995 ,11 990 
RENAULT TALISMAN ESTATE,ESTATE 1.7 DCI 150 BLUE BUSINESS,2019,91,Diesel,110-130,Manuelle,5,5,70 518 ,17 990 
MAZDA CX-3,1.8 SKYACTIV-D 115 SELECTION,2019,64,Diesel,110-130,Manuelle,5,5,38 500 ,19 900 
PEUGEOT 207,1.6 HDI 16V 90 PREMIUM PACK 5P,2008,33,Diesel,110-130,Manuelle,5,5,142 920 ,5 290 
MINI COUNTRYMAN 2,II COOPER D ALL4 150 BV6,2019,32,Diesel,110-130,Manuelle,5,5,70 900 ,29 020 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2021,93,Diesel,110-130,Manuelle,5,5,14 715 ,19 200 
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,84,Diesel,110-130,Manuelle,5,5,30 880 ,28 270 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE CONFORT 4X2,2020,4,Diesel,110-130,Manuelle,5,5,57 421 ,21 400 
DACIA DUSTER 2,II 1.5 DCI 95 BLUE DUSTER 4X2,2020,44,Diesel,110-130,Manuelle,5,5,20 614 ,16 440 
RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS,2018,86,Diesel,110-130,Manuelle,5,5,36 015 ,15 730 
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116D 116 BUSINESS DESIGN,2018,29,Diesel,110-130,Manuelle,5,5,41 128 ,24 600 
FIAT 500 X,(2) 1.6 MULTIJET 120 CROSS,2019,47,Diesel,110-130,Manuelle,5,5,51 920 ,21 230 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 SL LIMITED,2018,13,Diesel,110-130,Manuelle,5,5,32 635 ,19 240 
FIAT TIPO 2 SW,II SW 1.6 MULTIJET 120 S/S EASY,2018,13,Diesel,110-130,Manuelle,5,5,46 325 ,15 150 
SEAT LEON 2,II 2.0 TDI 140 FAP 7CV STYLE,2010,6,Diesel,110-130,Manuelle,5,5,150 827 ,10 760 
RENAULT GRAND SCENIC 4,IV 1.7 DCI 120 BLUE INTENS,2020,44,Diesel,110-130,Manuelle,5,5,51 100 ,23 500 
JEEP COMPASS 2,II 1.6 MJET 120 LONGITUDE BUSINESS,2019,86,Diesel,110-130,Manuelle,5,5,57 456 ,22 210 
FORD PUMA 2,II 1.5 ECOBLUE 120 TITANIUM,2020,37,Diesel,110-130,Manuelle,5,5,31 756 ,25 140 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2020,62,Diesel,110-130,Manuelle,5,5,35 022 ,22 020 
NISSAN JUKE,(2) 1.5 DCI 110 N-CONNECTA,2017,18,Diesel,110-130,Manuelle,5,5,46 025 ,18 040 
CITROEN C3 AIRCROSS,1.6 BLUEHDI 110 S&S FEEL BV6,2020,44,Diesel,110-130,Manuelle,5,5,22 806 ,20 810 
RENAULT MEGANE 4,IV 1.5 DCI 115 BLUE BUSINESS,2019,91,Diesel,110-130,Manuelle,5,5,30 240 ,18 740 
CITROEN BERLINGO 2 MULTISPACE,II (3) 1.6 BLUEHDI 100 FEEL,2014,91,Diesel,110-130,Manuelle,5,5,118 222 ,14 870 
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S 7CV ALLURE,2018,28,Diesel,110-130,Manuelle,5,5,75 426 ,28 030 
HYUNDAI I30 (2E GENERATION) SW,II SW 1.6 CRDI 110 PACK BUSINESS,2015,77,Diesel,110-130,Manuelle,5,5,118 713 ,12 270 
CITROEN C3 AIRCROSS,1.2 BLUEHDI 100 S&S RIP CURL,2020,84,Diesel,110-130,Manuelle,5,5,8 659 ,26 200 
RENAULT GRAND SCENIC 4,IV 1.7 DCI 120 BLUE INTENS,2020,44,Diesel,110-130,Manuelle,5,5,48 105 ,27 530 
RENAULT GRAND SCENIC 4,IV 1.6 DCI 130 ENERGY INTENS 5PL,2016,30,Diesel,110-130,Manuelle,5,5,87 211 ,19 340 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 115 BLUEMOTION TECHNOLOGY SOUND BV6,2017,40,Diesel,110-130,Manuelle,5,5,91 537 ,27 900 
CITROEN BERLINGO 2 MULTISPACE,II (3) 1.6 BLUEHDI 120 S&S SHINE BV6,2015,68,Diesel,110-130,Manuelle,5,5,90 296 ,17 900 
FORD FOCUS 4,IV 2.0 ECOBLUE 150 ST LINE BUSINESS,2023,58,Diesel,110-130,Manuelle,5,5,6 000 ,34 930 
CITROEN C3 AIRCROSS,1.6 BLUEHDI 110 S&S FEEL BV6,2020,44,Diesel,110-130,Manuelle,5,5,18 189 ,19 410 
FIAT TIPO 2 SW,II SW 1.6 MULTIJET 120 S/S S-DESIGN,2018,33,Diesel,110-130,Manuelle,5,5,36 546 ,19 290 
RENAULT KADJAR,(2) 1.5 BLUE DCI 115 SL GRAPHITE,2021,58,Diesel,110-130,Manuelle,5,5,86 492 ,20 810 
MINI MINI 3 5P,III 2.0 COOPER SD 170 FINITION JOHN COOPER WORKS 5P,2018,57,Diesel,110-130,Manuelle,5,5,124 872 ,23 550 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S C-SERIES BV6,2020,28,Diesel,110-130,Manuelle,5,5,12 517 ,32 700 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE BV6,2020,68,Diesel,110-130,Manuelle,5,5,4 870 ,31 330 
MAZDA CX-3,1.8 SKYACTIV-D 115 SELECTION,2018,95,Diesel,110-130,Manuelle,5,5,102 704 ,22 050 
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.5 BLUEHDI 130 S&S GT,2020,86,Diesel,110-130,Manuelle,5,5,9 920 ,26 770 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2020,62,Diesel,110-130,Manuelle,5,5,37 825 ,21 440 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE BV6,2019,89,Diesel,110-130,Manuelle,5,5,30 375 ,18 370 
OPEL GRANDLAND X,1.6 ECOTEC DIESEL 120 ULTIMATE,2017,69,Diesel,110-130,Manuelle,5,5,90 233 ,22 970 
FORD C-MAX 2,II (2) 1.5 TDCI 120 S&S TREND BUSINESS BV6,2020,45,Diesel,110-130,Manuelle,5,5,115 253 ,15 240 
RENAULT KADJAR,1.6 DCI 130 ENERGY BLACK EDITION,2017,59,Diesel,110-130,Manuelle,5,5,123 480 ,17 730 
CITROEN BERLINGO 2 MULTISPACE,II (3) 1.6 BLUEHDI 100 XTR,2017,68,Diesel,110-130,Manuelle,5,5,99 743 ,17 340 
NISSAN JUKE,1.5 DCI 110 CONNECT EDITION,2015,59,Diesel,110-130,Manuelle,5,5,115 940 ,13 500 
CITROEN C4 AIRCROSS,1.6 HDI 115 S&S 4X2 FEEL EDITION BV6,2016,35,Diesel,110-130,Manuelle,5,5,99 226 ,18 010 
BMW X3 F25,(F25) (2) SDRIVE18D 150 LOUNGE PLUS,2018,25,Diesel,110-130,Manuelle,5,5,81 830 ,30 490 
OPEL ASTRA 5,V (2) 1.5 DIESEL 122 ELEGANCE BUSINESS,2019,67,Diesel,110-130,Manuelle,5,5,23 603 ,20 150 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL PACK,2020,28,Diesel,110-130,Manuelle,5,5,557 ,19 380 
VOLVO V60 (2E GENERATION),II D3 150 ADBLUE BUSINESS,2018,29,Diesel,110-130,Manuelle,5,5,83 212 ,29 880 
FIAT 500 X,(2) 1.6 MULTIJET 120 CITY CROSS BUSINESS,2018,6,Diesel,110-130,Manuelle,5,5,35 836 ,20 110 
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,79,Diesel,110-130,Manuelle,5,5,6 931 ,27 420 
RENAULT CLIO 5,V 1.5 BLUE DCI 85 BUSINESS,2021,45,Diesel,110-130,Manuelle,5,5,12 697 ,17 800 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,2021,94,Diesel,110-130,Manuelle,5,5,44 171 ,16 780 
CITROEN C4 AIRCROSS,1.6 E-HDI 115 4X2 FEEL EDITION BV6,2016,56,Diesel,110-130,Manuelle,5,5,145 000 ,15 970 
RENAULT CAPTUR,(2) 1.5 DCI 90 INTENS,2019,83,Diesel,110-130,Manuelle,5,5,54 311 ,15 960 
FIAT TIPO 2 SW,II SW 1.6 MULTIJET 120 S/S LOUNGE,2018,33,Diesel,110-130,Manuelle,5,5,52 292 ,17 420 
RENAULT TALISMAN ESTATE,ESTATE 1.7 DCI 150 BLUE BUSINESS,2020,91,Diesel,110-130,Manuelle,5,5,68 961 ,21 760 
DACIA DOKKER STEPWAY,STEPWAY 1.5 DCI 95 BLUE,2021,95,Diesel,110-130,Manuelle,5,5,29 000 ,19 580 
CITROEN C3 AIRCROSS,1.5 BLUEHDI 100 S&S SHINE BV6,2019,13,Diesel,110-130,Manuelle,5,5,12 ,26 530 
SEAT ARONA,1.6 TDI 95 S&S STYLE,2019,27,Diesel,110-130,Manuelle,5,5,58 368 ,16 260 
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE BUSINESS BV6,2020,31,Diesel,110-130,Manuelle,5,5,19 732 ,22 860 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT BV6,2020,31,Diesel,110-130,Manuelle,5,5,37 995 ,34 480 
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT PACK,2022,46,Diesel,110-130,Manuelle,5,5,6 ,41 660 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 IQ.DRIVE BV6,2020,53,Diesel,110-130,Manuelle,5,5,31 801 ,33 320 
